GEOID,HubName,HubDist
53061053101,6562979688,21890.81610947237
53061051913,635748207,10757.753280277062
53061052607,6562979688,10343.447310392014
53061052107,3518714008,16898.489206105183
53061051601,635748207,14571.494058448621
53061051602,635748207,13317.066569082535
53061053102,6562979688,18058.677417243685
53061052504,6562979688,7653.602267189307
53061052005,6562979688,13219.932570032099
53061050700,635748207,8005.997817506026
53061052606,6562979688,12394.174584183887
53061052207,3518714008,31638.028354503578
53061050200,635748207,14411.58285283622
53061040700,6562979688,1117.8800901456734
53061052904,6562979688,9578.395625828698
53061052112,3518714008,14901.167058205352
53061050800,635748207,8684.041848950033
53031950603,9559342242,48419.647069242645
53031950501,13361539355,52404.6628190279
53031950301,13361539355,35881.6140314659
53031950502,9559342242,48332.5818177169
53031950604,9559342242,44346.56841592641
53031950302,13361539355,41186.75649135278
53047970303,6388426551,85169.6767776343
53047970301,6388426551,42913.68757042074
53047970601,6388426551,93685.26396561795
53047970302,6388426551,59018.353425733614
53047970602,6388426551,94064.00866027173
53015000705,8389138771,52802.32538473568
53015001601,2631801052,55130.70004683699
53015001602,2631801052,53500.388755865984
53015002004,8389138771,33359.14184604583
53015000706,8389138771,52452.61125122366
53015000802,8389138771,51432.24717596736
53015000801,8389138771,53768.84797668127
53063010204,358665780,34680.17206723199
53055990100,9115152224,70371.16391792308
53033020402,635748207,6756.931959336474
53077001702,3518714008,181952.8322571254
53033020500,635748207,4899.447044331009
53033020600,635748207,4560.992648671075
53033020700,635748207,4624.796067745719
53033020800,635748207,5413.837529190557
53033020900,635748207,3676.1236961458853
53063011104,358665780,45184.568733612876
53063010507,358665780,45284.64638433845
53063011203,358665780,43577.34932214394
53063011103,358665780,45508.37904726093
53063003601,358665780,49806.99298354066
53063010604,358665780,51489.41529982228
53063011302,358665780,38438.12016623297
53063013501,358665780,56100.09011158925
53063013503,358665780,50228.49478474224
53063010203,358665780,40872.191973739486
53063010902,358665780,47299.36724821278
53033011700,356551783,6474.946797914764
53063013101,358665780,26451.392699259708
53063004001,358665780,47690.85029264027
53033011500,356551783,846.0441447512866
53033021300,635748207,4683.077376935389
53033021400,635748207,5510.22585211932
53033023500,3518714008,9654.16688087876
53033023601,3518714008,7691.206264831004
53033023603,3518714008,6424.610640395116
53033023604,3518714008,8423.073413177492
53063013204,358665780,20049.507652680786
53063004702,358665780,44195.19018951615
53063010404,358665780,67153.74947536507
53063013203,358665780,21824.718212006534
53063013003,358665780,28693.777854383086
53063010505,358665780,45867.604243375914
53063013502,358665780,44751.66258439206
53063010506,358665780,47519.733173090215
53063010701,358665780,48358.19913659182
53063002503,358665780,45472.461085984796
53063004701,358665780,42746.64977391653
